meeting_id,city,meeting_date,duration,agenda_type,speaker_count,word_count
SeattleCityCouncil_07272015,SeattleCityCouncil,2015-07-27,2908.0,Resolution (Res),8,7124
SeattleCityCouncil_07202015,SeattleCityCouncil,2015-07-20,3033.0,Ordinance (Ord),8,7026
SeattleCityCouncil_07132015,SeattleCityCouncil,2015-07-13,4621.0,Clerk File (CF),10,10874
SeattleCityCouncil_06292015,SeattleCityCouncil,2015-06-29,3627.0,Ordinance (Ord),7,9405
SeattleCityCouncil_06222015,SeattleCityCouncil,2015-06-22,4390.0,Resolution (Res),8,8831
SeattleCityCouncil_06152015,SeattleCityCouncil,2015-06-15,655.0,Ordinance (Ord),7,1417
SeattleCityCouncil_06082015,SeattleCityCouncil,2015-06-08,2310.0,Resolution (Res),8,5347
SeattleCityCouncil_05262015,SeattleCityCouncil,2015-05-26,2400.0,Ordinance (Ord),7,5984
SeattleCityCouncil_05042015,SeattleCityCouncil,2015-05-04,3651.0,Resolution (Res),9,7432
SeattleCityCouncil_04202015,SeattleCityCouncil,2015-04-20,3148.0,Ordinance (Ord),6,7348
SeattleCityCouncil_04132015,SeattleCityCouncil,2015-04-13,4009.0,Ordinance (Ord),8,10257
SeattleCityCouncil_04062015,SeattleCityCouncil,2015-04-06,3220.0,Resolution (Res),7,8421
SeattleCityCouncil_03232015,SeattleCityCouncil,2015-03-23,3150.0,Ordinance (Ord),7,7874
SeattleCityCouncil_03162015,SeattleCityCouncil,2015-03-16,1835.0,Ordinance (Ord),5,4637
SeattleCityCouncil_03022015,SeattleCityCouncil,2015-03-02,2785.0,Ordinance (Ord),7,6738
SeattleCityCouncil_12162016,SeattleCityCouncil,2016-12-16,5264.0,Resolution (Res),11,13181
SeattleCityCouncil_12122016,SeattleCityCouncil,2016-12-12,6700.0,Ordinance (Ord),9,17022
SeattleCityCouncil_11212016,SeattleCityCouncil,2016-11-21,6461.0,Ordinance (Ord),8,16188
SeattleCityCouncil_11142016,SeattleCityCouncil,2016-11-14,1548.0,Ordinance (Ord),6,3907
SeattleCityCouncil_10312016,SeattleCityCouncil,2016-10-31,1694.0,Ordinance (Ord),8,4029
SeattleCityCouncil_10172016,SeattleCityCouncil,2016-10-17,8248.0,Resolution (Res),11,21340
SeattleCityCouncil_10102016,SeattleCityCouncil,2016-10-10,3031.0,Ordinance (Ord),8,7573
SeattleCityCouncil_10032016,SeattleCityCouncil,2016-10-03,4598.0,Ordinance (Ord),7,11763
SeattleCityCouncil_09262016,SeattleCityCouncil,2016-09-26,9761.0,Ordinance (Ord),11,22289
SeattleCityCouncil_09192016,SeattleCityCouncil,2016-09-19,5110.0,Ordinance (Ord),10,12594
SeattleCityCouncil_09122016,SeattleCityCouncil,2016-09-12,8142.0,Ordinance (Ord),12,20699
SeattleCityCouncil_09062016,SeattleCityCouncil,2016-09-06,7365.0,Ordinance (Ord),8,19219
SeattleCityCouncil_08152016,SeattleCityCouncil,2016-08-15,10360.0,Resolution (Res),14,25401
SeattleCityCouncil_08082016,SeattleCityCouncil,2016-08-08,6337.0,Resolution (Res),8,15989
SeattleCityCouncil_08012016,SeattleCityCouncil,2016-08-01,3397.0,Resolution (Res),7,8413
SeattleCityCouncil_07252016,SeattleCityCouncil,2016-07-25,7676.0,Resolution (Res),11,19444
SeattleCityCouncil_07182016,SeattleCityCouncil,2016-07-18,4322.0,Ordinance (Ord),8,11097
SeattleCityCouncil_06272016,SeattleCityCouncil,2016-06-27,3631.0,Resolution (Res),8,9209
SeattleCityCouncil_06202016,SeattleCityCouncil,2016-06-20,2421.0,Council Bill (CB),8,5947
SeattleCityCouncil_06132016,SeattleCityCouncil,2016-06-13,4537.0,Ordinance (Ord),9,10947
SeattleCityCouncil_06062016,SeattleCityCouncil,2016-06-06,5266.0,Ordinance (Ord),9,13162
SeattleCityCouncil_05312016,SeattleCityCouncil,2016-05-31,6274.0,Ordinance (Ord),8,16352
SeattleCityCouncil_05232016,SeattleCityCouncil,2016-05-23,3109.0,Ordinance (Ord),8,7676
SeattleCityCouncil_05162016,SeattleCityCouncil,2016-05-16,2039.0,Clerk File (CF),6,5124
SeattleCityCouncil_05092016,SeattleCityCouncil,2016-05-09,1394.0,Resolution (Res),6,3739
SeattleCityCouncil_05022016,SeattleCityCouncil,2016-05-02,9062.0,Ordinance (Ord),9,23634
SeattleCityCouncil_04252016,SeattleCityCouncil,2016-04-25,3045.0,Ordinance (Ord),6,7755
SeattleCityCouncil_04182016,SeattleCityCouncil,2016-04-18,963.0,Ordinance (Ord),7,2347
SeattleCityCouncil_04112016,SeattleCityCouncil,2016-04-11,2475.0,Ordinance (Ord),8,6361
SeattleCityCouncil_04042016,SeattleCityCouncil,2016-04-04,868.0,Ordinance (Ord),8,2053
SeattleCityCouncil_03282016,SeattleCityCouncil,2016-03-28,2082.0,Ordinance (Ord),6,5059
SeattleCityCouncil_03142016,SeattleCityCouncil,2016-03-14,6272.0,Ordinance (Ord),10,15823
SeattleCityCouncil_03072016,SeattleCityCouncil,2016-03-07,2455.0,Ordinance (Ord),9,6018
SeattleCityCouncil_02292016,SeattleCityCouncil,2016-02-29,2486.0,Ordinance (Ord),9,5887
SeattleCityCouncil_02222016,SeattleCityCouncil,2016-02-22,2576.0,Ordinance (Ord),8,6089
SeattleCityCouncil_02162016,SeattleCityCouncil,2016-02-16,8254.0,Ordinance (Ord),9,18352
SeattleCityCouncil_02082016,SeattleCityCouncil,2016-02-08,3214.0,Ordinance (Ord),10,7865
SeattleCityCouncil_02012016,SeattleCityCouncil,2016-02-01,2705.0,Resolution (Res),7,7125
SeattleCityCouncil_01112016,SeattleCityCouncil,2016-01-11,7438.0,Clerk File (CF),9,18793
SeattleCityCouncil_12112017,SeattleCityCouncil,2017-12-11,8760.0,Ordinance (Ord),10,23454
SeattleCityCouncil_12042017,SeattleCityCouncil,2017-12-04,8479.0,Ordinance (Ord),9,23581
SeattleCityCouncil_11272017,SeattleCityCouncil,2017-11-27,1918.0,Ordinance (Ord),7,5087
SeattleCityCouncil_11202017,SeattleCityCouncil,2017-11-20,10595.0,Ordinance (Ord),11,27161
SeattleCityCouncil_11132017,SeattleCityCouncil,2017-11-13,8728.0,Ordinance (Ord),10,21948
SeattleCityCouncil_10232017,SeattleCityCouncil,2017-10-23,2170.0,Resolution (Res),5,5380
SeattleCityCouncil_10022017,SeattleCityCouncil,2017-10-02,6065.0,Resolution (Res),8,16335
SeattleCityCouncil_09252017,SeattleCityCouncil,2017-09-25,6513.0,Ordinance (Ord),8,15707
SeattleCityCouncil_09182017,SeattleCityCouncil,2017-09-18,6241.0,Resolution (Res),10,14762
SeattleCityCouncil_09112017,SeattleCityCouncil,2017-09-11,4863.0,Ordinance (Ord),7,12321
SeattleCityCouncil_09052017,SeattleCityCouncil,2017-09-05,3889.0,Resolution (Res),7,9758
SeattleCityCouncil_08142017,SeattleCityCouncil,2017-08-14,6041.0,Resolution (Res),7,16161
SeattleCityCouncil_08072017,SeattleCityCouncil,2017-08-07,5265.0,Ordinance (Ord),8,13264
SeattleCityCouncil_07312017,SeattleCityCouncil,2017-07-31,6335.0,Ordinance (Ord),8,16810
SeattleCityCouncil_07242017,SeattleCityCouncil,2017-07-24,4564.0,Ordinance (Ord),8,11850
SeattleCityCouncil_07172017,SeattleCityCouncil,2017-07-17,3161.0,Resolution (Res),5,8175
SeattleCityCouncil_07102017,SeattleCityCouncil,2017-07-10,6357.0,Ordinance (Ord),10,15865
SeattleCityCouncil_06192017,SeattleCityCouncil,2017-06-19,3338.0,Ordinance (Ord),7,8662
SeattleCityCouncil_06122017,SeattleCityCouncil,2017-06-12,5076.0,Resolution (Res),9,12872
SeattleCityCouncil_06052017,SeattleCityCouncil,2017-06-05,6018.0,Ordinance (Ord),10,15679
SeattleCityCouncil_05302017,SeattleCityCouncil,2017-05-30,5210.0,Ordinance (Ord),13,13053
SeattleCityCouncil_05222017,SeattleCityCouncil,2017-05-22,8349.0,Ordinance (Ord),11,19666
SeattleCityCouncil_05152017,SeattleCityCouncil,2017-05-15,1917.0,Ordinance (Ord),7,4545
SeattleCityCouncil_04172017,SeattleCityCouncil,2017-04-17,5437.0,Ordinance (Ord),9,13874
SeattleCityCouncil_04102017,SeattleCityCouncil,2017-04-10,5524.0,Ordinance (Ord),11,14538
SeattleCityCouncil_04032017,SeattleCityCouncil,2017-04-03,5116.0,Resolution (Res),9,12473
SeattleCityCouncil_03272017,SeattleCityCouncil,2017-03-27,5567.0,Ordinance (Ord),9,13766
SeattleCityCouncil_03202017,SeattleCityCouncil,2017-03-20,2360.0,Ordinance (Ord),7,6347
SeattleCityCouncil_03062017,SeattleCityCouncil,2017-03-06,4828.0,Ordinance (Ord),12,12809
SeattleCityCouncil_02272017,SeattleCityCouncil,2017-02-27,4391.0,Ordinance (Ord),8,11252
SeattleCityCouncil_02212017,SeattleCityCouncil,2017-02-21,9305.0,Ordinance (Ord),10,25361
SeattleCityCouncil_02132017,SeattleCityCouncil,2017-02-13,1721.0,Ordinance (Ord),7,4166
SeattleCityCouncil_02072017,SeattleCityCouncil,2017-02-07,6672.0,Ordinance (Ord),10,15684
SeattleCityCouncil_01172017,SeattleCityCouncil,2017-01-17,2487.0,Ordinance (Ord),6,6019
SeattleCityCouncil_01092017,SeattleCityCouncil,2017-01-09,4713.0,Ordinance (Ord),8,12184
SeattleCityCouncil_01032017,SeattleCityCouncil,2017-01-03,1218.0,Ordinance (Ord),8,2806
SeattleCityCouncil_12172018,SeattleCityCouncil,2018-12-17,4357.0,Ordinance (Ord),7,10751
SeattleCityCouncil_12102018,SeattleCityCouncil,2018-12-10,4645.0,Ordinance (Ord),7,12093
SeattleCityCouncil_12032018,SeattleCityCouncil,2018-12-03,1766.0,Resolution (Res),6,4568
SeattleCityCouncil_11262018,SeattleCityCouncil,2018-11-26,901.0,Resolution (Res),6,2193
SeattleCityCouncil_11192018,SeattleCityCouncil,2018-11-19,4557.0,Ordinance (Ord),7,11912
SeattleCityCouncil_11132018,SeattleCityCouncil,2018-11-13,10133.0,Ordinance (Ord),7,26040
SeattleCityCouncil_10292018,SeattleCityCouncil,2018-10-29,4165.0,Resolution (Res),9,10437
SeattleCityCouncil_10222018,SeattleCityCouncil,2018-10-22,1363.0,Clerk File (CF),7,3474
SeattleCityCouncil_10012018,SeattleCityCouncil,2018-10-01,5833.0,Ordinance (Ord),11,16078
SeattleCityCouncil_09242018,SeattleCityCouncil,2018-09-24,7976.0,Council Budget Action (CBA),10,21566
SeattleCityCouncil_09172018,SeattleCityCouncil,2018-09-17,6100.0,Ordinance (Ord),10,15535
SeattleCityCouncil_09102018,SeattleCityCouncil,2018-09-10,1791.0,Ordinance (Ord),8,4606
SeattleCityCouncil_09042018,SeattleCityCouncil,2018-09-04,2122.0,Clerk File (CF),8,5168
SeattleCityCouncil_08132018,SeattleCityCouncil,2018-08-13,9802.0,Resolution (Res),9,25557
SeattleCityCouncil_08062018,SeattleCityCouncil,2018-08-06,8819.0,Resolution (Res),10,24152
SeattleCityCouncil_07302018,SeattleCityCouncil,2018-07-30,7045.0,Ordinance (Ord),9,18895
SeattleCityCouncil_07232018,SeattleCityCouncil,2018-07-23,6008.0,Resolution (Res),11,15398
SeattleCityCouncil_07092018,SeattleCityCouncil,2018-07-09,6237.0,Ordinance (Ord),7,16701
SeattleCityCouncil_06252018,SeattleCityCouncil,2018-06-25,6122.0,Ordinance (Ord),7,16016
SeattleCityCouncil_06182018,SeattleCityCouncil,2018-06-18,6145.0,Ordinance (Ord),9,16603
SeattleCityCouncil_06112018,SeattleCityCouncil,2018-06-11,2509.0,Ordinance (Ord),7,6588
SeattleCityCouncil_06042018,SeattleCityCouncil,2018-06-04,1020.0,Ordinance (Ord),9,2553
SeattleCityCouncil_05292018,SeattleCityCouncil,2018-05-29,2936.0,Ordinance (Ord),8,7750
SeattleCityCouncil_05212018,SeattleCityCouncil,2018-05-21,7413.0,Ordinance (Ord),9,19586
SeattleCityCouncil_05142018,SeattleCityCouncil,2018-05-14,10052.0,Ordinance (Ord),8,26680
SeattleCityCouncil_05072018,SeattleCityCouncil,2018-05-07,3879.0,Ordinance (Ord),8,10602
SeattleCityCouncil_04302018,SeattleCityCouncil,2018-04-30,5831.0,Resolution (Res),8,15174
SeattleCityCouncil_04232018,SeattleCityCouncil,2018-04-23,3046.0,Clerk File (CF),8,8187
SeattleCityCouncil_04092018,SeattleCityCouncil,2018-04-09,5218.0,Resolution (Res),8,13874
SeattleCityCouncil_04022018,SeattleCityCouncil,2018-04-02,6702.0,Ordinance (Ord),8,17763
SeattleCityCouncil_03262018,SeattleCityCouncil,2018-03-26,4508.0,Ordinance (Ord),11,10836
SeattleCityCouncil_03192018,SeattleCityCouncil,2018-03-19,4412.0,Ordinance (Ord),7,11498
SeattleCityCouncil_03122018,SeattleCityCouncil,2018-03-12,3705.0,Resolution (Res),6,9848
SeattleCityCouncil_03052018,SeattleCityCouncil,2018-03-05,1149.0,Ordinance (Ord),5,2772
SeattleCityCouncil_02262018,SeattleCityCouncil,2018-02-26,4989.0,Resolution (Res),10,12418
SeattleCityCouncil_02202018,SeattleCityCouncil,2018-02-20,5334.0,Ordinance (Ord),8,13262
SeattleCityCouncil_02122018,SeattleCityCouncil,2018-02-12,3467.0,Ordinance (Ord),8,8602
SeattleCityCouncil_02052018,SeattleCityCouncil,2018-02-05,1721.0,Ordinance (Ord),6,4511
SeattleCityCouncil_01292018,SeattleCityCouncil,2018-01-29,7165.0,Resolution (Res),11,18719
SeattleCityCouncil_01222018,SeattleCityCouncil,2018-01-22,1999.0,Ordinance (Ord),4,5111
SeattleCityCouncil_01162018,SeattleCityCouncil,2018-01-16,2874.0,Ordinance (Ord),6,7135
SeattleCityCouncil_01022018,SeattleCityCouncil,2018-01-02,2802.0,Ordinance (Ord),6,6916
SeattleCityCouncil_11252019,SeattleCityCouncil,2019-11-25,11159.0,Resolution (Res),8,29338
SeattleCityCouncil_11182019,SeattleCityCouncil,2019-11-18,1366.0,Clerk File (CF),6,3416
SeattleCityCouncil_10212019,SeattleCityCouncil,2019-10-21,4282.0,Resolution (Res),7,10333
SeattleCityCouncil_10142019,SeattleCityCouncil,2019-10-14,966.0,Clerk File (CF),6,2348
SeattleCityCouncil_10072019,SeattleCityCouncil,2019-10-07,7448.0,Ordinance (Ord),9,19056
SeattleCityCouncil_09302019,SeattleCityCouncil,2019-09-30,6585.0,Resolution (Res),8,17046
SeattleCityCouncil_09232019,SeattleCityCouncil,2019-09-23,13779.0,Ordinance (Ord),9,35487
SeattleCityCouncil_09162019,SeattleCityCouncil,2019-09-16,11607.0,Ordinance (Ord),10,30110
SeattleCityCouncil_09092019,SeattleCityCouncil,2019-09-09,3507.0,Ordinance (Ord),8,9134
SeattleCityCouncil_09032019,SeattleCityCouncil,2019-09-03,6364.0,Ordinance (Ord),8,16996
SeattleCityCouncil_08052019,SeattleCityCouncil,2019-08-05,3222.0,Ordinance (Ord),6,8254
SeattleCityCouncil_07292019,SeattleCityCouncil,2019-07-29,317.0,Ordinance (Ord),4,702
SeattleCityCouncil_07222019,SeattleCityCouncil,2019-07-22,7458.0,Ordinance (Ord),10,20559
SeattleCityCouncil_07152019,SeattleCityCouncil,2019-07-15,3648.0,Ordinance (Ord),5,9894
SeattleCityCouncil_07082019,SeattleCityCouncil,2019-07-08,1033.0,Ordinance (Ord),8,2819
SeattleCityCouncil_07012019,SeattleCityCouncil,2019-07-01,8866.0,Ordinance (Ord),11,23805
SeattleCityCouncil_06242019,SeattleCityCouncil,2019-06-24,5999.0,Ordinance (Ord),9,15112
SeattleCityCouncil_06172019,SeattleCityCouncil,2019-06-17,805.0,Ordinance (Ord),7,1963
SeattleCityCouncil_06102019,SeattleCityCouncil,2019-06-10,7231.0,Ordinance (Ord),7,19698
SeattleCityCouncil_06032019,SeattleCityCouncil,2019-06-03,1983.0,Ordinance (Ord),6,5233
SeattleCityCouncil_05282019,SeattleCityCouncil,2019-05-28,3311.0,Resolution (Res),8,8467
SeattleCityCouncil_05202019,SeattleCityCouncil,2019-05-20,3802.0,Clerk File (CF),7,8829
SeattleCityCouncil_05132019,SeattleCityCouncil,2019-05-13,2282.0,Ordinance (Ord),5,5659
SeattleCityCouncil_04292019,SeattleCityCouncil,2019-04-29,2770.0,Ordinance (Ord),6,7063
SeattleCityCouncil_04222019,SeattleCityCouncil,2019-04-22,7966.0,Resolution (Res),8,20444
SeattleCityCouncil_04152019,SeattleCityCouncil,2019-04-15,2283.0,Ordinance (Ord),7,5375
SeattleCityCouncil_04012019,SeattleCityCouncil,2019-04-01,3806.0,Ordinance (Ord),8,10296
SeattleCityCouncil_03252019,SeattleCityCouncil,2019-03-25,2482.0,Resolution (Res),7,6792
SeattleCityCouncil_03182019,SeattleCityCouncil,2019-03-18,10781.0,Ordinance (Ord),10,28082
SeattleCityCouncil_03112019,SeattleCityCouncil,2019-03-11,1763.0,Ordinance (Ord),6,4265
SeattleCityCouncil_03042019,SeattleCityCouncil,2019-03-04,9119.0,Resolution (Res),11,23900
SeattleCityCouncil_02252019,SeattleCityCouncil,2019-02-25,1961.0,Resolution (Res),4,5123
SeattleCityCouncil_02192019,SeattleCityCouncil,2019-02-19,3100.0,Clerk File (CF),6,8235
SeattleCityCouncil_02042019,SeattleCityCouncil,2019-02-04,3514.0,Ordinance (Ord),8,9475
SeattleCityCouncil_01282019,SeattleCityCouncil,2019-01-28,7547.0,Ordinance (Ord),8,20032
SeattleCityCouncil_01142019,SeattleCityCouncil,2019-01-14,2800.0,Ordinance (Ord),7,6979
SeattleCityCouncil_01072019,SeattleCityCouncil,2019-01-07,1841.0,Ordinance (Ord),6,4833
SeattleCityCouncil_12142020,SeattleCityCouncil,2020-12-14,11961.0,Ordinance (Ord),4,29538
SeattleCityCouncil_12072020,SeattleCityCouncil,2020-12-07,3366.0,Ordinance (Ord),6,7815
SeattleCityCouncil_11302020,SeattleCityCouncil,2020-11-30,1524.0,Ordinance (Ord),4,3786
SeattleCityCouncil_11232020,SeattleCityCouncil,2020-11-23,10693.0,Ordinance (Ord),7,26001
SeattleCityCouncil_11092020,SeattleCityCouncil,2020-11-09,1937.0,Ordinance (Ord),4,4424
SeattleCityCouncil_11022020,SeattleCityCouncil,2020-11-02,3107.0,Ordinance (Ord),5,7741
SeattleCityCouncil_10262020,SeattleCityCouncil,2020-10-26,3230.0,Ordinance (Ord),5,7849
SeattleCityCouncil_10192020,SeattleCityCouncil,2020-10-19,2536.0,Ordinance (Ord),4,5402
SeattleCityCouncil_10052020,SeattleCityCouncil,2020-10-05,4240.0,Ordinance (Ord),5,10379
SeattleCityCouncil_09292020,SeattleCityCouncil,2020-09-29,7948.0,Ordinance (Ord),5,18797
SeattleCityCouncil_09212020,SeattleCityCouncil,2020-09-21,7660.0,Ordinance (Ord),6,17849
SeattleCityCouncil_09142020,SeattleCityCouncil,2020-09-14,2692.0,Ordinance (Ord),5,6645
SeattleCityCouncil_09082020,SeattleCityCouncil,2020-09-08,10515.0,Clerk File (CF),7,24817
SeattleCityCouncil_08172020,SeattleCityCouncil,2020-08-17,8348.0,Ordinance (Ord),5,19813
SeattleCityCouncil_08102020,SeattleCityCouncil,2020-08-10,12524.0,Ordinance (Ord),6,31108
SeattleCityCouncil_07272020,SeattleCityCouncil,2020-07-27,11568.0,Ordinance (Ord),6,28070
SeattleCityCouncil_07202020,SeattleCityCouncil,2020-07-20,8738.0,Ordinance (Ord),6,21899
SeattleCityCouncil_07132020,SeattleCityCouncil,2020-07-13,3267.0,Ordinance (Ord),6,7540
SeattleCityCouncil_07062020,SeattleCityCouncil,2020-07-06,11107.0,Ordinance (Ord),5,28929
SeattleCityCouncil_06222020,SeattleCityCouncil,2020-06-22,5444.0,Ordinance (Ord),5,13820
SeattleCityCouncil_06152020,SeattleCityCouncil,2020-06-15,11384.0,Ordinance (Ord),6,28874
SeattleCityCouncil_06082020,SeattleCityCouncil,2020-06-08,9162.0,Ordinance (Ord),5,22530
SeattleCityCouncil_06012020,SeattleCityCouncil,2020-06-01,7265.0,Ordinance (Ord),4,18091
SeattleCityCouncil_05262020,SeattleCityCouncil,2020-05-26,3738.0,Ordinance (Ord),5,8764
SeattleCityCouncil_05182020,SeattleCityCouncil,2020-05-18,6229.0,Ordinance (Ord),4,15736
SeattleCityCouncil_05112020,SeattleCityCouncil,2020-05-11,6126.0,Ordinance (Ord),4,14835
SeattleCityCouncil_05042020,SeattleCityCouncil,2020-05-04,11306.0,Ordinance (Ord),5,27373
SeattleCityCouncil_04272020,SeattleCityCouncil,2020-04-27,9107.0,Council Bill (CB),5,21980
SeattleCityCouncil_04202020,SeattleCityCouncil,2020-04-20,8458.0,Council Bill (CB),6,20535
SeattleCityCouncil_04132020,SeattleCityCouncil,2020-04-13,2552.0,Ordinance (Ord),4,5766
SeattleCityCouncil_04062020,SeattleCityCouncil,2020-04-06,3496.0,Resolution (Res),4,8346
SeattleCityCouncil_03302020,SeattleCityCouncil,2020-03-30,6018.0,Ordinance (Ord),5,13957
SeattleCityCouncil_03232020,SeattleCityCouncil,2020-03-23,2400.0,Ordinance (Ord),4,5632
SeattleCityCouncil_03192020,SeattleCityCouncil,2020-03-19,2623.0,Ordinance (Ord),3,6121
SeattleCityCouncil_03162020,SeattleCityCouncil,2020-03-16,9581.0,Ordinance (Ord),4,22750
SeattleCityCouncil_03092020,SeattleCityCouncil,2020-03-09,6922.0,Ordinance (Ord),5,16138
SeattleCityCouncil_03022020,SeattleCityCouncil,2020-03-02,3402.0,Ordinance (Ord),8,8967
SeattleCityCouncil_02242020,SeattleCityCouncil,2020-02-24,3137.0,Resolution (Res),9,7374
SeattleCityCouncil_02182020,SeattleCityCouncil,2020-02-18,7883.0,Resolution (Res),10,20244
SeattleCityCouncil_02102020,SeattleCityCouncil,2020-02-10,7904.0,Ordinance (Ord),9,21662
SeattleCityCouncil_02032020,SeattleCityCouncil,2020-02-03,6299.0,Resolution (Res),9,16139
SeattleCityCouncil_01212020,SeattleCityCouncil,2020-01-21,7263.0,Resolution (Res),9,18254
SeattleCityCouncil_01132020,SeattleCityCouncil,2020-01-13,2936.0,Ordinance (Ord),5,6821
SeattleCityCouncil_01062020,SeattleCityCouncil,2020-01-06,6325.0,Ordinance (Ord),9,14577
SeattleCityCouncil_07262022,SeattleCityCouncil,2022-07-26,6201.0,Ordinance (Ord),5,14965
SeattleCityCouncil_07192022,SeattleCityCouncil,2022-07-19,5339.0,Resolution (Res),5,13052
SeattleCityCouncil_07142022,SeattleCityCouncil,2022-07-14,5662.0,Clerk File (CF),5,13660
SeattleCityCouncil_07122022,SeattleCityCouncil,2022-07-12,4060.0,Clerk File (CF),5,10073
SeattleCityCouncil_07052022,SeattleCityCouncil,2022-07-05,5296.0,Council Bill (CB),5,12516
SeattleCityCouncil_06282022,SeattleCityCouncil,2022-06-28,4778.0,Clerk File (CF),5,11096
SeattleCityCouncil_06212022,SeattleCityCouncil,2022-06-21,4134.0,Ordinance (Ord),7,9836
SeattleCityCouncil_06142022,SeattleCityCouncil,2022-06-14,3661.0,Ordinance (Ord),4,8374
SeattleCityCouncil_06072022,SeattleCityCouncil,2022-06-07,2595.0,Ordinance (Ord),5,5885
SeattleCityCouncil_05312022,SeattleCityCouncil,2022-05-31,7356.0,Council Bill (CB),4,18577
SeattleCityCouncil_05242022,SeattleCityCouncil,2022-05-24,8947.0,Ordinance (Ord),3,22088
SeattleCityCouncil_05172022,SeattleCityCouncil,2022-05-17,2191.0,Ordinance (Ord),4,5152
SeattleCityCouncil_05102022,SeattleCityCouncil,2022-05-10,4407.0,Resolution (Res),6,11087
SeattleCityCouncil_05032022,SeattleCityCouncil,2022-05-03,4470.0,Ordinance (Ord),5,10490
SeattleCityCouncil_04262022,SeattleCityCouncil,2022-04-26,3930.0,Ordinance (Ord),7,9707
SeattleCityCouncil_04122022,SeattleCityCouncil,2022-04-12,1932.0,Resolution (Res),4,4415
SeattleCityCouncil_03292022,SeattleCityCouncil,2022-03-29,3307.0,Ordinance (Ord),6,8112
SeattleCityCouncil_03222022,SeattleCityCouncil,2022-03-22,819.0,Ordinance (Ord),7,2060
SeattleCityCouncil_03152022,SeattleCityCouncil,2022-03-15,1916.0,Ordinance (Ord),6,4794
SeattleCityCouncil_03012022,SeattleCityCouncil,2022-03-01,4055.0,Ordinance (Ord),6,10390
SeattleCityCouncil_02222022,SeattleCityCouncil,2022-02-22,7999.0,Ordinance (Ord),6,20907
SeattleCityCouncil_02152022,SeattleCityCouncil,2022-02-15,4077.0,Ordinance (Ord),4,9871
SeattleCityCouncil_02082022,SeattleCityCouncil,2022-02-08,4885.0,Resolution (Res),6,12647
SeattleCityCouncil_02012022,SeattleCityCouncil,2022-02-01,2273.0,Ordinance (Ord),5,5702
SeattleCityCouncil_01252022,SeattleCityCouncil,2022-01-25,3638.0,Council Bill (CB),6,9090
SeattleCityCouncil_01042022,SeattleCityCouncil,2022-01-04,4493.0,Ordinance (Ord),7,10882
SeattleCityCouncil_12132021,SeattleCityCouncil,2021-12-13,13296.0,Ordinance (Ord),7,32739
SeattleCityCouncil_12062021,SeattleCityCouncil,2021-12-06,2532.0,Ordinance (Ord),4,5425
SeattleCityCouncil_11292021,SeattleCityCouncil,2021-11-29,1106.0,Ordinance (Ord),3,2706
SeattleCityCouncil_11222021,SeattleCityCouncil,2021-11-22,10014.0,Ordinance (Ord),7,23496
SeattleCityCouncil_11152021,SeattleCityCouncil,2021-11-15,3897.0,Clerk File (CF),6,10144
SeattleCityCouncil_10112021,SeattleCityCouncil,2021-10-11,2294.0,Ordinance (Ord),4,5994
SeattleCityCouncil_10042021,SeattleCityCouncil,2021-10-04,7547.0,Ordinance (Ord),4,18805
SeattleCityCouncil_09272021,SeattleCityCouncil,2021-09-27,11302.0,Ordinance (Ord),6,29033
SeattleCityCouncil_09202021,SeattleCityCouncil,2021-09-20,14266.0,Ordinance (Ord),7,34308
SeattleCityCouncil_09132021,SeattleCityCouncil,2021-09-13,12643.0,Ordinance (Ord),7,31014
SeattleCityCouncil_08162021,SeattleCityCouncil,2021-08-16,6397.0,Resolution (Res),6,15533
SeattleCityCouncil_08092021,SeattleCityCouncil,2021-08-09,8012.0,Ordinance (Ord),6,19426
SeattleCityCouncil_08022021,SeattleCityCouncil,2021-08-02,5823.0,Clerk File (CF),7,13663
SeattleCityCouncil_07262021,SeattleCityCouncil,2021-07-26,7016.0,Ordinance (Ord),5,16201
SeattleCityCouncil_07192021,SeattleCityCouncil,2021-07-19,4623.0,Ordinance (Ord),4,12066
SeattleCityCouncil_07122021,SeattleCityCouncil,2021-07-12,4334.0,Resolution (Res),4,10253
SeattleCityCouncil_06282021,SeattleCityCouncil,2021-06-28,6429.0,Ordinance (Ord),7,15245
SeattleCityCouncil_06212021,SeattleCityCouncil,2021-06-21,6014.0,Ordinance (Ord),7,15663
SeattleCityCouncil_06142021,SeattleCityCouncil,2021-06-14,5902.0,Ordinance (Ord),5,14497
SeattleCityCouncil_06072021,SeattleCityCouncil,2021-06-07,9609.0,Ordinance (Ord),6,25411
SeattleCityCouncil_06012021,SeattleCityCouncil,2021-06-01,11662.0,Ordinance (Ord),6,29963
SeattleCityCouncil_05242021,SeattleCityCouncil,2021-05-24,9027.0,Ordinance (Ord),6,21621
SeattleCityCouncil_05172021,SeattleCityCouncil,2021-05-17,7377.0,Ordinance (Ord),6,17943
SeattleCityCouncil_05102021,SeattleCityCouncil,2021-05-10,5187.0,Ordinance (Ord),6,13085
SeattleCityCouncil_05032021,SeattleCityCouncil,2021-05-03,2623.0,Resolution (Res),5,6394
SeattleCityCouncil_04262021,SeattleCityCouncil,2021-04-26,5039.0,Ordinance (Ord),5,12265
SeattleCityCouncil_04192021,SeattleCityCouncil,2021-04-19,4190.0,Ordinance (Ord),6,9709
